feature_selection_method,ngram_size,min_block_frequency,max_block_frequency,fingerprint_width,metadata_size_bytes,mean_unnecessary_block_read_ratio,zero_bit_query_count,query_count,total_candidate_partitions,total_pruned_partitions,total_ground_truth_partitions,false_positive_partition_count,false_negative_partition_count,run_directory
fingerprint_distribution_entropy,4,0.01,1.0,16,310,1.0,190,190,29450,0,29165,285,0,/home/reese/row-level-string-fingerprints/ceb_imdb_block_skipping_sweep_20260916T162314_736232Z/fingerprint_distribution_entropy/ngram_4/min_block_frequency_0p01/max_block_frequency_1
fingerprint_distribution_entropy,4,0.05,0.1,8,155,1.0,190,190,29450,0,29165,285,0,/home/reese/row-level-string-fingerprints/ceb_imdb_block_skipping_sweep_20260916T162314_736232Z/fingerprint_distribution_entropy/ngram_4/min_block_frequency_0p05/max_block_frequency_0p1
fingerprint_distribution_entropy,4,0.05,0.1,16,310,1.0,190,190,29450,0,29165,285,0,/home/reese/row-level-string-fingerprints/ceb_imdb_block_skipping_sweep_20260916T162314_736232Z/fingerprint_distribution_entropy/ngram_4/min_block_frequency_0p05/max_block_frequency_0p1
fingerprint_distribution_entropy,4,0.05,0.1,32,620,1.0,190,190,29450,0,29165,285,0,/home/reese/row-level-string-fingerprints/ceb_imdb_block_skipping_sweep_20260916T162314_736232Z/fingerprint_distribution_entropy/ngram_4/min_block_frequency_0p05/max_block_frequency_0p1
fingerprint_distribution_entropy,4,0.05,0.25,8,155,1.0,190,190,29450,0,29165,285,0,/home/reese/row-level-string-fingerprints/ceb_imdb_block_skipping_sweep_20260916T162314_736232Z/fingerprint_distribution_entropy/ngram_4/min_block_frequency_0p05/max_block_frequency_0p25
fingerprint_distribution_entropy,4,0.05,0.25,16,310,1.0,190,190,29450,0,29165,285,0,/home/reese/row-level-string-fingerprints/ceb_imdb_block_skipping_sweep_20260916T162314_736232Z/fingerprint_distribution_entropy/ngram_4/min_block_frequency_0p05/max_block_frequency_0p25
fingerprint_distribution_entropy,4,0.05,0.5,8,155,1.0,190,190,29450,0,29165,285,0,/home/reese/row-level-string-fingerprints/ceb_imdb_block_skipping_sweep_20260916T162314_736232Z/fingerprint_distribution_entropy/ngram_4/min_block_frequency_0p05/max_block_frequency_0p5
fingerprint_distribution_entropy,4,0.05,0.5,16,310,1.0,190,190,29450,0,29165,285,0,/home/reese/row-level-string-fingerprints/ceb_imdb_block_skipping_sweep_20260916T162314_736232Z/fingerprint_distribution_entropy/ngram_4/min_block_frequency_0p05/max_block_frequency_0p5
fingerprint_distribution_entropy,4,0.05,1.0,8,155,1.0,190,190,29450,0,29165,285,0,/home/reese/row-level-string-fingerprints/ceb_imdb_block_skipping_sweep_20260916T162314_736232Z/fingerprint_distribution_entropy/ngram_4/min_block_frequency_0p05/max_block_frequency_1
fingerprint_distribution_entropy,4,0.05,1.0,16,310,1.0,190,190,29450,0,29165,285,0,/home/reese/row-level-string-fingerprints/ceb_imdb_block_skipping_sweep_20260916T162314_736232Z/fingerprint_distribution_entropy/ngram_4/min_block_frequency_0p05/max_block_frequency_1
