result_file,workload,data_structure,block_size_rows,ngram_size,query_mode,configured_query_count,partition_count,average_metadata_size_in_bytes,mean_unneccesary_block_read_ratio,mean_false_block_reads_factor,mean_absolute_values,included_query_count,skipped_query_count,total_query_count,total_num_skipped_blocks
block_infix_fingerprint_v000.json,ceb_imdb,fingerprintMatrix,16384,3,query_file,,155,250.0,0.9655172413793104,0.0708366322185694,151410.75862068965,29,161,190,17
block_infix_fingerprint_v001.json,ceb_imdb,fingerprintMatrix,16384,3,query_file,,155,500.0,0.8793103448275862,0.0701634266772097,149715.8620689655,29,161,190,20
